WordOrder	Word	Participant	Position	Vowel	Weight	Focus	Final	Duration	F0	H1H2	Intensity	SpectralBalance
206	tuntun	S5	penult	u	heavy	in-focus	final	0.142022273101475	210.724759556898	0.622660367949244	77.5535495077124	38.9843586599663
206	tuntun	S5	ultima	u	heavy	in-focus	final	0.141301364023775	219.444390874318	4.40644897349215	78.4127954344738	34.4624566450893
207	sinting	S5	penult	i	heavy	in-focus	final	0.052343998670949	211.739469901498	7.90870115696323	76.7061557934906	38.1498245599426
207	sinting	S5	ultima	i	heavy	in-focus	final	0.124164953814898	208.561243180249	3.13371029982325	78.2080561433223	32.2619479802585
208	tutus	S5	penult	u	light	in-focus	final	0.073684848594439	201.829795658608	-2.72234779631966	75.0074195849573	41.4964566130883
208	tutus	S5	ultima	u	light	in-focus	final	0.188963900461886	211.653135530173	-2.50647021125483	75.0284261641709	33.2452509922852
209	cingki	S5	penult	i	heavy	in-focus	final	0.077543853916041	218.168009817862	14.5045124490151	77.0037392600731	34.0776658359503
209	cingki	S5	ultima	i	heavy	in-focus	final	0.20183259788314	209.521908690497	7.91461285219849	74.832500649969	33.048231406233
210	tatap	S5	penult	a	light	in-focus	final	0.074400019093901	213.181862765707	3.7990405335518	73.598281041786	30.5554858964143
210	tatap	S5	ultima	a	light	in-focus	final	0.092233050524783	217.029307461639	6.75455921968173	74.6830877483265	32.7344287450574
211	susu	S5	penult	u	light	in-focus	final	0.099279686495947	206.23229361334	4.9951542051652	72.0933258891974	33.4723591307456
211	susu	S5	ultima	u	light	in-focus	final	0.211548808509633	212.342538536967	1.13416629280241	77.5685274298669	40.2863427529332
212	cete	S5	penult	e	light	in-focus	final	0.031617508751197	224.415626459497	5.3593767583674	74.7930930369501	29.217799316267
212	cete	S5	ultima	e	light	in-focus	final	0.230685207328406	204.254803259172	1.47374943459569	78.0695091189985	35.2015579088377
213	tatap	S5	penult	a	light	in-focus	final	0.065914012330268	208.978411158007	4.48013796401838	75.0014261111838	30.4527420548505
213	tatap	S5	ultima	a	light	in-focus	final	0.132388992462211	211.211884184102	4.38151838335966	76.0506758910534	29.5556926335912
214	tempe	S5	penult	e	heavy	in-focus	final	0.045555017760535	217.654362401382	8.87963566666905	77.7667511616753	33.0011642244248
214	tempe	S5	ultima	e	heavy	in-focus	final	0.166031918065073	217.109049600896	0.969517857793328	77.7385664922487	39.2835020980773
215	tungku	S5	penult	u	heavy	in-focus	final	0.070561563994261	209.444586195842	3.14739075694782	79.5934160924895	43.3614328105573
215	tungku	S5	ultima	u	heavy	in-focus	final	0.236416387099553	208.076843972716	2.00728171075561	73.437320019814	40.9826498817958
216	pantas	S5	penult	a	heavy	in-focus	final	0.078212221663762	217.211362423595	9.43138366032226	75.4901781171464	30.8327994698001
216	pantas	S5	ultima	a	heavy	in-focus	final	0.17909930167616	217.812075653061	7.13849268042985	73.3066233532009	29.3472398814372
217	titi	S5	penult	i	light	in-focus	final	0.071006252394	209.173739589325	6.35747072737664	73.9939917907765	29.3433375991558
217	titi	S5	ultima	i	light	in-focus	final	0.221406387551951	215.911006091182	3.18492855730093	76.8063455626366	27.6325969242119
218	titi	S5	penult	i	light	in-focus	final	0.054991565762066	213.578050431361	6.07625764811972	74.4222365303062	29.2269667149801
218	titi	S5	ultima	i	light	in-focus	final	0.18647196647612	213.398485226176	5.20599953278079	76.1980557450833	27.8798967648017
219	tempe	S5	penult	e	heavy	in-focus	final	0.03235452720719	213.568888088112	7.54066300227983	77.1336368260975	37.7877130569463
219	tempe	S5	ultima	e	heavy	in-focus	final	0.219421061964567	207.052449217344	0.388223198883608	75.3843577056123	36.0112473288414
221	tatap	S5	penult	a	light	in-focus	final	0.081249762343532	206.865321820922	3.07752640835835	76.2084434826565	28.3174969289013
221	tatap	S5	ultima	a	light	in-focus	final	0.118012958463169	212.025382735717	6.5244043629957	76.0364918353652	29.6994906295638
222	tatap	S5	penult	a	light	in-focus	final	0.058425914380678	203.297177556203	3.53014965043029	74.9832391330573	29.9895910730127
222	tatap	S5	ultima	a	light	in-focus	final	0.120004464616841	208.718868588859	6.99154696175815	74.5294788255896	29.3137127356647
223	tuntun	S5	penult	u	heavy	in-focus	final	0.084455026663363	209.845720983856	5.40460384899906	79.0244717168495	42.0906696362287
223	tuntun	S5	ultima	u	heavy	in-focus	final	0.144111226996756	216.664261564141	4.1775424399058	78.1956691381245	37.4305417579911
224	tutus	S5	penult	u	light	in-focus	final	0.080564216153107	209.536760396357	0.245971649410244	75.9472095172283	40.0708375947455
224	tutus	S5	ultima	u	light	in-focus	final	0.164942933198063	205.43199534843	3.07075681346293	76.5837641794401	33.2845283173775
225	tungku	S5	penult	u	heavy	in-focus	final	0.074362083847746	211.729505807692	5.46572821536186	77.0649996996886	39.3066130207967
225	tungku	S5	ultima	u	heavy	in-focus	final	0.169860853190357	208.208233874928	2.95606913093276	74.2827046956476	39.6082339577065
226	pantas	S5	penult	a	heavy	in-focus	final	0.095042621001085	206.666232129006	9.95926983619279	76.1043296351415	30.4333059206518
226	pantas	S5	ultima	a	heavy	in-focus	final	0.158069012082251	202.054642224879	10.0018774052945	73.8328003423369	30.072936152598
2	pipis	S6	penult	i	light	out-of-focus	final	0.065492178556802	109.18696046295	-21.1187532861449	73.2429054286239	35.7201342544047
2	pipis	S6	ultima	i	light	out-of-focus	final	0.167735802048725	210.141833551694	1.49947060707164	76.536534058595	25.2138214452935
3	pipis	S6	penult	i	light	out-of-focus	final	0.069099263268353	210.397486520962	4.16189061182155	75.1435595724518	31.9453651285352
3	pipis	S6	ultima	i	light	out-of-focus	final	0.134357181765665	202.430690747229	6.86890654167411	74.7379057460907	30.9761424135518
4	pipis	S6	penult	i	light	out-of-focus	final	0.069595185576507	206.202719756464	7.03518982229614	74.1451912398058	31.2365998094833
4	pipis	S6	ultima	i	light	out-of-focus	final	0.114146302566404	108.057559423515	-18.4446865990531	73.3950560177303	30.6203715528877
5	pipis	S6	penult	i	light	out-of-focus	final	0.053768052647982	216.264276344889	14.5055824278778	73.0357666346932	36.727466148217
5	pipis	S6	ultima	i	light	out-of-focus	final	0.165963507420514	100.419709188567	-23.1664613976887	73.8284338138905	29.6477689830497
7	tatap	S6	penult	a	light	out-of-focus	final	0.086528276266172	210.65876677721	7.08539366988651	74.3600363167154	28.3888083422739
7	tatap	S6	ultima	a	light	out-of-focus	final	0.10732440425187	209.031587605255	9.00699099857469	74.7710449618072	32.9386944029346
8	tatap	S6	penult	a	light	out-of-focus	final	0.07469962037559	210.937490053023	8.05091570878146	74.1099068262101	31.0676702832215
8	tatap	S6	ultima	a	light	out-of-focus	final	0.113565490753317	206.793252642914	9.73956692986209	74.6898651391746	32.1087911812508
9	tatap	S6	penult	a	light	out-of-focus	final	0.079170980491305	211.965425357741	8.06150699374655	73.8772713957202	28.551542624422
9	tatap	S6	ultima	a	light	out-of-focus	final	0.078466304732125	210.915781357765	10.0364391515627	73.4839515856932	32.1402917942859
10	tatap	S6	penult	a	light	out-of-focus	final	0.084299933598274	210.383900787177	9.55841110228583	73.1255444530752	28.0072314299015
10	tatap	S6	ultima	a	light	out-of-focus	final	0.113843290693268	109.423608417775	-24.247833943774	71.5035660137887	33.6063587207782
12	tuntun	S6	penult	u	heavy	out-of-focus	final	0.070229136483363	209.67914475674	14.5381927735427	75.863282097535	42.7926598931647
12	tuntun	S6	ultima	u	heavy	out-of-focus	final	0.121153256824172	212.311426249424	9.73040549098828	75.7085819577838	33.5494420022559
13	tuntun	S6	penult	u	heavy	out-of-focus	final	0.058881960553194	217.787493911771	14.7272748091445	76.6939466773796	39.8212538136344
13	tuntun	S6	ultima	u	heavy	out-of-focus	final	0.100062042021918	206.718283801711	13.6170412721067	75.2190582459623	35.7141410384956
14	tuntun	S6	penult	u	heavy	out-of-focus	final	0.044427084573172	215.767310188349	15.9142632212468	76.2034775195791	40.3906223265889
14	tuntun	S6	ultima	u	heavy	out-of-focus	final	0.099961618372447	103.94975112299	-31.6741727923171	75.0701176263941	36.0649767738772
15	tuntun	S6	penult	u	heavy	out-of-focus	final	0.070035645954377	208.720226685726	16.8428343613441	76.2285214967431	39.252815703582
15	tuntun	S6	ultima	u	heavy	out-of-focus	final	0.137363964801438	203.934743445388	12.0571429372392	75.2709243124008	35.6087598452702
17	sinting	S6	penult	i	heavy	out-of-focus	final	0.048448647256976	221.014579421332	14.2920772341412	76.6402334517371	38.051432956723
17	sinting	S6	ultima	i	heavy	out-of-focus	final	0.121163216879054	212.747671977508	9.17340704547697	75.4752515277674	31.3127367676279
18	sinting	S6	penult	i	heavy	out-of-focus	final	0.07107358167859	219.86256414636	15.7165963481066	76.4137005859413	43.2902308329219
18	sinting	S6	ultima	i	heavy	out-of-focus	final	0.113247643098319	207.960594455339	13.6356053468964	74.7323473026009	31.3949971483528
19	sinting	S6	penult	i	heavy	out-of-focus	final	0.078988271166068	223.255352785126	15.8052844962697	76.9183223841995	42.9215997178789
19	sinting	S6	ultima	i	heavy	out-of-focus	final	0.098338943807562	210.247371068109	11.6015346695928	75.258434124637	31.8893078671066
20	sinting	S6	penult	i	heavy	out-of-focus	final	0.056741354047517	221.902407490598	15.7407186067823	75.275814269311	39.729451034006
20	sinting	S6	ultima	i	heavy	out-of-focus	final	0.103910181985952	208.401593760335	10.3705922292765	74.9856251197569	31.2955617278099
22	titi	S6	penult	i	light	out-of-focus	final	0.053322081218056	217.222371754176	12.54002194052	72.708146510885	31.6078312807909
22	titi	S6	ultima	i	light	out-of-focus	final	0.302668139184789	211.0177230282	9.28528270849622	76.0774687534009	33.1828135917632
23	titi	S6	penult	i	light	out-of-focus	final	0.081880977543364	213.218545539014	10.8946424067674	73.2866767896028	34.45079576286
23	titi	S6	ultima	i	light	out-of-focus	final	0.20188047686824	204.129310622049	12.3058467387858	73.9369452759618	35.8998011873332
24	titi	S6	penult	i	light	out-of-focus	final	0.060311173052213	207.283561036864	15.1765724683062	71.357563435196	34.4185689018915
24	titi	S6	ultima	i	light	out-of-focus	final	0.211932993563153	203.256251371545	12.0231157698578	73.6658416827065	35.5727030015775
25	titi	S6	penult	i	light	out-of-focus	final	0.06877933277886	210.904271353506	11.3120158780999	71.4331715503238	35.1306213544417
25	titi	S6	ultima	i	light	out-of-focus	final	0.23391557324257	209.414004046105	11.6391189520509	73.3876028927889	34.3235653371997
27	tutus	S6	penult	u	light	out-of-focus	final	0.06822990907412	213.341519419834	3.21367674867975	74.3309513818166	39.9810257014266
27	tutus	S6	ultima	u	light	out-of-focus	final	0.104735183177809	265.081799975095	3.79253653233157	79.2345052599395	31.5634054065951
28	tutus	S6	penult	u	light	out-of-focus	final	0.057280927079489	218.845226251326	5.6487518983043	75.9104974103848	37.8979735046923
28	tutus	S6	ultima	u	light	out-of-focus	final	0.08928062783491	132.820776295252	-19.9571807170979	76.8449229958474	32.5753889459987
29	tutus	S6	penult	u	light	out-of-focus	final	0.058285810526826	215.901205584681	2.32657350344776	73.5103335772931	34.9180471293335
29	tutus	S6	ultima	u	light	out-of-focus	final	0.113493769031578	208.025672855486	4.89815677481971	73.8564882444805	31.8475420295891
30	tutus	S6	penult	u	light	out-of-focus	final	0.035036699539774	260.718239997181	10.4680843332492	63.7235917732937	35.8937886738019
30	tutus	S6	ultima	u	light	out-of-focus	final	0.081509608833954	101.981511741502	-21.130692611922	72.6119457328553	33.0917169487682
32	tungku	S6	penult	u	heavy	out-of-focus	final	0.06256627875419	216.098743570813	11.5816176337695	74.3567910183455	34.0410685070836
32	tungku	S6	ultima	u	heavy	out-of-focus	final	0.178326613039189	202.415043187686	9.86736137159812	71.4838337347459	43.9426852769759
33	tungku	S6	penult	u	heavy	out-of-focus	final	0.070761989976404	220.074663534589	11.1204135607897	74.5733597421907	39.2770046125929
33	tungku	S6	ultima	u	heavy	out-of-focus	final	0.190802078883507	204.526712640755	5.92366785792841	71.7927815026267	42.2566600417305
34	tungku	S6	penult	u	heavy	out-of-focus	final	0.049011038025441	218.534344070278	11.256501315394	75.0528823401464	42.8455396541305
34	tungku	S6	ultima	u	heavy	out-of-focus	final	0.188653788013795	202.943843797987	8.11099712639101	72.2103062966749	41.7257134349092
35	tungku	S6	penult	u	heavy	out-of-focus	final	0.062737586480097	215.610644075031	12.2601736900833	73.9487709526679	40.9672348875331
35	tungku	S6	ultima	u	heavy	out-of-focus	final	0.219659235787333	194.59253215385	12.3488753510759	67.908555419282	43.4898141026312
37	cete	S6	ultima	e	light	out-of-focus	final	0.179170640758485	206.991763261263	5.1548372828337	74.0128453798766	33.6595921073035
38	cete	S6	ultima	e	light	out-of-focus	final	0.180700025460908	207.191684347005	4.4721329886825	75.6737128053071	33.6400191337512
39	cete	S6	penult	e	light	out-of-focus	final	0.024353821029592	253.046753620788	11.3324748179129	69.0679595497063	23.7727160463417
39	cete	S6	ultima	e	light	out-of-focus	final	0.173050757564909	201.126970142771	7.63725157219715	73.6954281780763	32.7916083574762
40	cete	S6	penult	e	light	out-of-focus	final	0.024841555927196	259.771094943149	11.6302260992431	69.6734048702321	25.4617371893086
40	cete	S6	ultima	e	light	out-of-focus	final	0.16259955259801	204.542730352687	10.687501830725	74.4876926830171	37.4942712472124
42	pantas	S6	penult	a	heavy	out-of-focus	final	0.078653929676648	210.366633306507	13.1101842520067	75.1643255314409	32.90466941366
42	pantas	S6	ultima	a	heavy	out-of-focus	final	0.142566824371102	204.858900603638	13.4522996167519	71.6650037370969	31.8414936781432
43	pantas	S6	penult	a	heavy	out-of-focus	final	0.09482304759257	206.603223493608	12.2973093840081	74.9946663749511	33.0075950146816
43	pantas	S6	ultima	a	heavy	out-of-focus	final	0.131335110955831	240.241237880857	16.8271486635548	70.2556680874196	30.8722607775722
44	pantas	S6	penult	a	heavy	out-of-focus	final	0.079589257971634	104.004306897982	-29.0713915094554	74.8878613795941	34.2515190946208
44	pantas	S6	ultima	a	heavy	out-of-focus	final	0.145933537119561	201.884929407549	14.605915611929	72.2899207166222	30.9872360180946
45	pantas	S6	penult	a	heavy	out-of-focus	final	0.087613744288603	214.382533609562	9.0684337833566	76.0830930385293	30.5951524593495
45	pantas	S6	ultima	a	heavy	out-of-focus	final	0.14363186395741	201.986876063615	14.9487595533563	72.8036775769715	30.6377251740232
47	cingki	S6	penult	i	heavy	out-of-focus	final	0.047262470873761	223.72569838733	14.9580806743639	76.0029290422454	29.7539249258187
47	cingki	S6	ultima	i	heavy	out-of-focus	final	0.161424966731602	212.221828031183	12.8645012364487	73.9074754573801	30.3825417698797
48	cingki	S6	penult	i	heavy	out-of-focus	final	0.04909695536719	215.876180860343	13.7861713733749	74.9249128366249	28.7253234417597
48	cingki	S6	ultima	i	heavy	out-of-focus	final	0.171092929403528	197.272823634278	12.7664678528572	71.8953777940196	29.3316091414921
49	cingki	S6	penult	i	heavy	out-of-focus	final	0.049111985502805	219.215222833167	13.7110807624908	75.5748905355396	32.8942596476889
49	cingki	S6	ultima	i	heavy	out-of-focus	final	0.178242863650553	203.407334725315	10.4788744336874	73.0306561757853	29.9170791154378
50	cingki	S6	penult	i	heavy	out-of-focus	final	0.043248977654798	223.53788227407	14.5441834827219	76.8166237835817	33.2566479911507
50	cingki	S6	ultima	i	heavy	out-of-focus	final	0.160102893672331	205.63455440417	11.2533958409569	74.6220699819494	29.788010144875
52	susu	S6	penult	u	light	out-of-focus	final	0.070709480300707	201.266437448235	12.7838658244614	70.6774487641817	36.6938028625195
52	susu	S6	ultima	u	light	out-of-focus	final	0.188545848574677	199.292968756942	7.81781559034749	73.2885155654955	40.4738021188058
53	susu	S6	penult	u	light	out-of-focus	final	0.08950484934195	215.551672656696	9.87604927116267	72.9276963745905	39.5028929616997
53	susu	S6	ultima	u	light	out-of-focus	final	0.134646844108488	201.667717273941	14.320911148907	72.6925484680616	42.3443277277106
54	susu	S6	penult	u	light	out-of-focus	final	0.079865697166213	202.665233521057	11.7226492532558	70.6412140755071	37.5027309434193
54	susu	S6	ultima	u	light	out-of-focus	final	0.217815519495673	197.047529842461	8.47276602680787	72.8596847977561	41.9630280104855
55	susu	S6	penult	u	light	out-of-focus	final	0.085307151560414	206.622179234408	10.5582880098444	71.3944804455588	31.3035619086871
55	susu	S6	ultima	u	light	out-of-focus	final	0.224847404185766	203.194971765439	6.9561529090776	73.635158608032	38.9941203730254
57	tempe	S6	penult	e	heavy	out-of-focus	final	0.029385190264236	228.23874192226	13.1758260871181	76.4576884754323	32.8489469696127
57	tempe	S6	ultima	e	heavy	out-of-focus	final	0.18749486618708	206.959146765744	5.43030563839147	75.2360227840758	33.7699312087892
58	tempe	S6	penult	e	heavy	out-of-focus	final	0.044411623369854	216.391265592448	11.6101421670323	75.4116882493359	32.8600823380814
58	tempe	S6	ultima	e	heavy	out-of-focus	final	0.233695276063713	205.026123274525	7.82504489791595	73.6242792922126	31.6064525993242
59	tempe	S6	penult	e	heavy	out-of-focus	final	0.050505109854157	210.355140270938	12.8426813660063	74.6786606376839	32.5432689105079
59	tempe	S6	ultima	e	heavy	out-of-focus	final	0.235723802205428	201.918918908419	6.59079728191963	73.882286266077	34.9769237059025
60	tempe	S6	penult	e	heavy	out-of-focus	final	0.021506749474213	229.850800153104	11.7563853753397	75.1656073230298	37.1357875997613
60	tempe	S6	ultima	e	heavy	out-of-focus	final	0.214014183285144	198.467377848841	11.549834023436	72.6340340797174	32.1272648290136
61	tungku	S6	penult	u	heavy	in-focus	final	0.061590600006753	217.74484350702	12.0391082477459	75.7361796231537	40.2585201362685
61	tungku	S6	ultima	u	heavy	in-focus	final	0.216951982624551	207.549853893398	6.54077342371426	72.865392559501	38.5567204489956
62	cete	S6	penult	e	light	in-focus	final	0.024061901909704	255.23030985119	19.3758327791109	64.5823305112749	9.8098594220528
62	cete	S6	ultima	e	light	in-focus	final	0.236384285555573	208.355045309474	3.38252339679977	75.2209874908663	33.5907468962488
63	pipis	S6	penult	i	light	in-focus	final	0.077888224607705	212.248208512787	8.25084923256147	74.7241027141979	27.2464303615788
63	pipis	S6	ultima	i	light	in-focus	final	0.124698751608264	213.176930612455	2.94568022135832	76.4230998605535	26.6011252282806
64	sinting	S6	penult	i	heavy	in-focus	final	0.0520821400778	223.687591602696	14.1398445482678	76.9375134916356	38.5131345328428
64	sinting	S6	ultima	i	heavy	in-focus	final	0.080826793743995	206.053758554623	10.7724150370034	75.6681596811221	29.0853186142408
65	tempe	S6	penult	e	heavy	in-focus	final	0.033530965795364	224.322116296521	10.7110365811915	76.9926431005025	33.2601013344522
65	tempe	S6	ultima	e	heavy	in-focus	final	0.201757168398217	202.207902765118	5.83874030941141	73.6692277873751	30.5748316170562
66	sinting	S6	penult	i	heavy	in-focus	final	0.097086006977918	111.879294671306	-20.7918120266631	75.1787342746772	30.8482861468935
66	sinting	S6	ultima	i	heavy	in-focus	final	0.098290814007726	210.161175680259	7.07153939692719	76.1468775406847	30.0990155248918
67	tutus	S6	penult	u	light	in-focus	final	0.063079158174332	212.135378264581	4.40208207691618	73.2359653571254	41.819109665153
67	tutus	S6	ultima	u	light	in-focus	final	0.146676087542232	207.527845533104	5.25974928023886	76.8411202437887	32.6269166530271
68	tungku	S6	penult	u	heavy	in-focus	final	0.065559739986725	223.872599750943	6.04163896889593	77.9941286539238	39.009931950586
68	tungku	S6	ultima	u	heavy	in-focus	final	0.195922746710323	202.463308462407	3.97954915083189	72.9539235791164	43.3586760325082
69	cingki	S6	penult	i	heavy	in-focus	final	0.208689939710098	212.649335488142	13.0378261193775	74.5530917816803	33.2297038898531
69	cingki	S6	ultima	i	heavy	in-focus	final	0.193296342296833	206.003951199691	9.43653826595023	73.8047050398698	28.3941092301092
70	tutus	S6	penult	u	light	in-focus	final	0.071764554141112	212.974544157984	2.74731523625809	73.7731425583733	40.5264671575017
70	tutus	S6	ultima	u	light	in-focus	final	0.115509187497366	212.797318836827	3.57603624129229	77.2719972757856	33.1440031039399
71	susu	S6	penult	u	light	in-focus	final	0.085732326757523	200.933204885923	11.0480249414819	70.061332637917	36.0063886151776
71	susu	S6	ultima	u	light	in-focus	final	0.201033670631261	198.625532836168	7.41684394960699	72.833273957978	41.8211289951931
72	titi	S6	penult	i	light	in-focus	final	0.080358044897139	202.279188506579	9.75190225871005	70.2287215166801	28.4965079323967
72	titi	S6	ultima	i	light	in-focus	final	0.165530638394159	203.293645703546	9.10788656577721	74.6893911593045	32.5813999933034
73	pantas	S6	penult	a	heavy	in-focus	final	0.076812379489013	108.479823091054	-25.3081606897744	74.8447151484218	31.8893293734901
73	pantas	S6	ultima	a	heavy	in-focus	final	0.144033150668463	210.150606740556	11.5938195185872	74.2275012991578	30.0555598492645
74	titi	S6	penult	i	light	in-focus	final	0.073326917438806	214.995930589814	9.63098528295384	74.6015704146595	31.4856376602325
74	titi	S6	ultima	i	light	in-focus	final	0.145021954687877	213.289712603646	6.35972156660661	76.5545465422083	28.9648516774917
75	tempe	S6	penult	e	heavy	in-focus	final	0.03811928129619	227.310776721285	12.6901761219924	76.9325873266584	30.3373949490188
75	tempe	S6	ultima	e	heavy	in-focus	final	0.229274768582172	208.744656911946	3.63758008762061	75.408381273621	31.1652757446518
76	susu	S6	penult	u	light	in-focus	final	0.093020814799047	214.461951433604	10.587686048069	71.929711479377	32.0932661749466
76	susu	S6	ultima	u	light	in-focus	final	0.222437480388976	216.965058960074	5.17111797744122	74.4976746132411	35.9371646591572
77	cingki	S6	penult	i	heavy	in-focus	final	0.068829429748519	223.923495326546	15.7253318804551	76.9220123738384	31.264527845808
77	cingki	S6	ultima	i	heavy	in-focus	final	0.208142531384283	211.525978967612	8.34124866281988	74.6273052497854	27.6385788344756
78	pantas	S6	penult	a	heavy	in-focus	final	0.075810396875852	108.613140701123	-29.526535900124	75.0411838277142	31.8483993027301
78	pantas	S6	ultima	a	heavy	in-focus	final	0.13623283433833	208.575139363467	11.2977291231969	74.2772637606735	28.2642395659341
79	cingki	S6	penult	i	heavy	in-focus	final	0.066344371437708	220.886092334156	14.2672105486075	77.3355529859011	29.8426535902563
79	cingki	S6	ultima	i	heavy	in-focus	final	0.193126513802326	212.292419318193	8.37631583445101	74.8633747515999	28.6592741733511
80	tuntun	S6	penult	u	heavy	in-focus	final	0.085390615359074	229.863764397097	5.4319899793251	77.7193245599208	41.106012545804
80	tuntun	S6	ultima	u	heavy	in-focus	final	0.107243203170583	220.239904082805	4.46603305866799	78.3306024423048	34.1253357675128
81	susu	S6	penult	u	light	in-focus	final	0.063871225594767	211.216348677786	8.80814951449618	72.494598260568	34.8975216628003
81	susu	S6	ultima	u	light	in-focus	final	0.196564214505315	204.151675379827	4.82906491225313	73.6914322927726	41.4075332280628
82	sinting	S6	penult	i	heavy	in-focus	final	0.060325778881406	226.822970581461	14.1761378471882	77.2677537164649	39.0897496018787
82	sinting	S6	ultima	i	heavy	in-focus	final	0.099538683680521	217.51850646311	7.41565201670284	76.9750859605227	30.6816955646417
84	tuntun	S6	penult	u	heavy	in-focus	final	0.061254816270662	223.014225694312	9.41604811855481	76.8824251478973	41.8782644278918
84	tuntun	S6	ultima	u	heavy	in-focus	final	0.105314861282523	214.328839339578	7.06343760090014	77.4265325895005	35.4311389105295
85	cingki	S6	penult	i	heavy	in-focus	final	0.05657837728586	220.936483044275	14.6712826655685	76.3249042674941	34.8051038085575
85	cingki	S6	ultima	i	heavy	in-focus	final	0.207863992663647	215.708319827312	9.48621047266569	75.194295035646	28.3099174927476
86	tutus	S6	penult	u	light	in-focus	final	0.076721682135144	212.98627933397	3.62153202980397	73.4343917267534	35.1434640674706
86	tutus	S6	ultima	u	light	in-focus	final	0.110637955214202	214.623482980839	4.63761462086056	77.2220738426406	32.1251464943657
87	pantas	S6	penult	a	heavy	in-focus	final	0.076360127000726	218.252120692625	14.8020445325578	75.4351954333433	29.6903563419198
87	pantas	S6	ultima	a	heavy	in-focus	final	0.168029212669353	213.772825663075	11.2019425451242	74.8114181343535	28.6780557568147
89	tatap	S6	penult	a	light	in-focus	final	0.086684304394225	80.8899131527741	-3.6972011546564	74.6753310917479	29.4717511113535
89	tatap	S6	ultima	a	light	in-focus	final	0.099084089606663	136.877453822621	-8.01238966068797	74.859506342371	32.529352640227
90	tatap	S6	penult	a	light	in-focus	final	0.086766860973171	213.123221623695	7.73578193500371	75.1650544357144	28.4397453165192
90	tatap	S6	ultima	a	light	in-focus	final	0.106797493905674	213.639632622275	7.94151606797328	77.5043788681257	30.1358227971521
91	susu	S6	penult	u	light	in-focus	final	0.090866175538281	213.722162016387	10.3347207177576	71.9784551717779	32.3140095462952
91	susu	S6	ultima	u	light	in-focus	final	0.271304552847369	218.204957666862	4.59144388148836	74.4990215156861	38.1167345726999
92	tatap	S6	penult	a	light	in-focus	final	0.084746376585713	214.473180495172	9.35007759385469	74.9051789772775	27.4869248016056
92	tatap	S6	ultima	a	light	in-focus	final	0.104881064005554	215.853021529096	8.78555252286554	76.3427956977917	30.7102102885871
93	cete	S6	ultima	e	light	in-focus	final	0.223599382910493	212.836840632181	3.60543288406266	76.5518275236819	32.6895577885624
94	tuntun	S6	penult	u	heavy	in-focus	final	0.077798360522934	226.393554282062	7.01491493129055	77.7254268022345	37.5906373281114
94	tuntun	S6	ultima	u	heavy	in-focus	final	0.097462599343658	223.222698797717	3.98897518265583	79.846566268457	33.5021556115782
95	tutus	S6	penult	u	light	in-focus	final	0.064316106894239	224.317795219948	3.42756027553388	74.5491684988334	37.3199114220027
95	tutus	S6	ultima	u	light	in-focus	final	0.13096711718822	218.26135716358	4.84458493717894	78.2009229493453	34.371047374959
96	pipis	S6	penult	i	light	in-focus	final	0.076297024064957	209.454851408315	9.93847455061191	74.1908615970705	27.2818518559542
96	pipis	S6	ultima	i	light	in-focus	final	0.166909551080153	211.526432764194	6.28545370460927	76.9005325761137	29.5986271288334
97	pipis	S6	penult	i	light	in-focus	final	0.060969127742169	212.242556854608	8.36300432693763	77.7508972570189	33.2255959559814
97	pipis	S6	ultima	i	light	in-focus	final	0.137940078332235	209.685410874811	4.93319508379049	78.4263841504865	29.9518940900395
98	cete	S6	penult	e	light	in-focus	final	0.047197651255146	223.001749247592	12.4426589515732	68.0827620427431	13.9587970871348
98	cete	S6	ultima	e	light	in-focus	final	0.165482657088205	224.015193081116	5.0061745439916	78.3002625770467	28.9771567377931
99	titi	S6	penult	i	light	in-focus	final	0.078367043304638	224.604822135541	9.51423410923408	74.5063221315325	29.9934964901505
99	titi	S6	ultima	i	light	in-focus	final	0.189773760634807	216.978005469953	12.1153719460833	74.4402589775558	29.2782923615263
100	tempe	S6	penult	e	heavy	in-focus	final	0.030437898300647	229.894205382368	11.8219333065819	77.9223326635873	32.1222088891501
100	tempe	S6	ultima	e	heavy	in-focus	final	0.222487074004562	215.296877608309	3.74649996782595	75.8870026006973	33.1958079251754
101	tatap	S6	penult	a	light	in-focus	final	0.089196197978481	217.36506879938	6.37341559797919	76.8083419591829	25.6404035493849
101	tatap	S6	ultima	a	light	in-focus	final	0.087165406814052	222.600625227886	7.17389818883244	77.5456194600953	28.9612769558025
102	pipis	S6	penult	i	light	in-focus	final	0.063538368127524	224.971510020275	6.80111619744522	77.2031224823656	27.181598592351
102	pipis	S6	ultima	i	light	in-focus	final	0.125568285387203	217.601285198625	4.20888438289226	77.6342172576897	25.8121446204852
103	cete	S6	penult	e	light	in-focus	final	0.050765689182867	230.835806835438	6.61241796314665	75.8076824300458	25.9240688597168
103	cete	S6	ultima	e	light	in-focus	final	0.206063012870914	211.955682078258	5.30366339396389	75.8448598569982	32.6692027577309
104	tungku	S6	penult	u	heavy	in-focus	final	0.0618785982291	235.729413311723	9.36328921177936	77.6922065176288	33.9741471577174
104	tungku	S6	ultima	u	heavy	in-focus	final	0.235550209350436	216.427769920481	5.5371772108204	74.6944059129721	39.1333533312801
